Date,Adj Close,Close,High,Low,Open,Volume
2015-02-17,175.99534606933594,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200
2015-02-18,176.0120849609375,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900
2015-02-19,175.886474609375,209.97999572753906,210.4199981689453,209.24000549316406,209.41000366210938,91462500
2015-02-20,176.94186401367188,211.24000549316406,211.3300018310547,208.72999572753906,209.47999572753906,140896400
2015-02-23,176.91677856445312,211.2100067138672,211.2100067138672,210.47999572753906,210.94000244140625,74411100
2015-02-24,177.41937255859375,211.80999755859375,212.0500030517578,210.75999450683594,211.1199951171875,72472300
2015-02-25,177.26853942871094,211.6300048828125,212.24000549316406,211.22000122070312,211.66000366210938,73061700
2015-02-26,177.05918884277344,211.3800048828125,211.7100067138672,210.64999389648438,211.52000427246094,72697900
2015-02-27,176.4561004638672,210.66000366210938,211.5800018310547,210.60000610351562,211.25999450683594,108076000
2015-03-02,177.57015991210938,211.99000549316406,212.05999755859375,210.72000122070312,210.77999877929688,87491400
2015-03-03,176.84136962890625,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800
2015-03-04,176.09584045410156,210.22999572753906,210.49000549316406,209.05999755859375,210.39999389648438,114497200
2015-03-05,176.28857421875,210.4600067138672,210.8000030517578,209.85000610351562,210.6199951171875,76873000
2015-03-06,173.8091278076172,207.5,209.94000244140625,207.10000610351562,209.4199981689453,188128000
2015-03-09,174.5294952392578,208.36000061035156,208.7899932861328,207.5500030517578,207.74000549316406,89818900
2015-03-10,171.6983184814453,204.97999572753906,206.80999755859375,204.92999267578125,206.7100067138672,157121300
2015-03-11,171.29623413085938,204.5,205.5,204.39999389648438,205.2899932861328,110145700
2015-03-12,173.47406005859375,207.10000610351562,207.17999267578125,205.1999969482422,205.25999450683594,93993500
2015-03-13,172.4103240966797,205.8300018310547,207.92999267578125,204.5800018310547,206.77000427246094,162410900
2015-03-16,174.71383666992188,208.5800018310547,208.69000244140625,205.86000061035156,206.7100067138672,136099200
2015-03-17,174.1945037841797,207.9600067138672,208.4199981689453,206.97999572753906,207.69000244140625,94510400
2015-03-18,176.28857421875,210.4600067138672,211.27000427246094,206.6199951171875,207.38999938964844,228808500
2015-03-19,175.4844207763672,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300
2015-03-20,177.03338623046875,210.41000366210938,211.02000427246094,209.49000549316406,209.7100067138672,177715100
2015-03-23,176.6884002685547,210.0,211.11000061035156,210.0,210.4199981689453,71784500
2015-03-24,175.6956024169922,208.82000732421875,210.39999389648438,208.74000549316406,209.85000610351562,77805300
2015-03-25,173.12103271484375,205.75999450683594,209.35000610351562,205.7100067138672,209.07000732421875,159521700
2015-03-26,172.70877075195312,205.27000427246094,206.3699951171875,204.1199951171875,204.9600067138672,153067200
2015-03-27,173.1041717529297,205.74000549316406,205.9499969482422,204.89999389648438,205.1300048828125,118939000
2015-03-30,175.2160186767578,208.25,208.61000061035156,206.9600067138672,206.97999572753906,96180400
2015-03-31,173.68475341796875,206.42999267578125,208.10000610351562,206.36000061035156,207.25999450683594,126768700
2015-04-01,173.0704803466797,205.6999969482422,206.4199981689453,204.50999450683594,206.38999938964844,137303600
2015-04-02,173.6931610107422,206.44000244140625,206.97999572753906,205.39999389648438,205.6199951171875,86900900
2015-04-06,174.8626251220703,207.8300018310547,208.4499969482422,205.2100067138672,205.3699951171875,114368200
2015-04-07,174.39988708496094,207.27999877929688,208.75999450683594,207.24000549316406,207.86000061035156,81236300
2015-04-08,174.98883056640625,207.97999572753906,208.50999450683594,207.0800018310547,207.5500030517578,89351900
2015-04-09,175.76287841796875,208.89999389648438,209.17999267578125,207.19000244140625,207.77999877929688,85548900
2015-04-10,176.72210693359375,210.0399932861328,210.08999633789062,208.9600067138672,209.1999969482422,72722900
2015-04-13,175.9227752685547,209.08999633789062,210.6300048828125,209.02999877929688,209.8699951171875,74436600
2015-04-14,176.2593536376953,209.49000549316406,209.7100067138672,208.10000610351562,208.85000610351562,75099900
2015-04-15,177.0501708984375,210.42999267578125,211.0399932861328,209.9499969482422,210.0500030517578,99529300
2015-04-16,176.99974060058594,210.3699951171875,210.97999572753906,209.7899932861328,210.02999877929688,68934900
2015-04-17,174.96359252929688,207.9499969482422,209.22999572753906,207.00999450683594,208.94000244140625,191113200
2015-04-20,176.562255859375,209.85000610351562,210.25,208.9600067138672,209.05999755859375,92189500
2015-04-21,176.35189819335938,209.60000610351562,210.86000061035156,209.24000549316406,210.6699981689453,72559800
2015-04-22,177.21852111816406,210.6300048828125,210.85000610351562,208.89999389648438,210.00999450683594,78264600
2015-04-23,177.66444396972656,211.16000366210938,211.94000244140625,210.00999450683594,210.14999389648438,102585900
2015-04-24,178.0767059326172,211.64999389648438,211.97000122070312,211.11000061035156,211.66000366210938,61327400
2015-04-27,177.33628845214844,210.77000427246094,212.47999572753906,210.5399932861328,212.3300018310547,79358100
2015-04-28,177.89996337890625,211.44000244140625,211.5,209.3300018310547,210.74000549316406,86863500
2015-04-29,177.1680145263672,210.57000732421875,211.2899932861328,209.60000610351562,210.3699951171875,125684900
2015-04-30,175.39273071289062,208.4600067138672,210.35000610351562,207.6199951171875,209.8800048828125,161304900
2015-05-01,177.29415893554688,210.72000122070312,210.77000427246094,209.27999877929688,209.39999389648438,103399700
2015-05-04,177.79904174804688,211.32000732421875,212.02000427246094,211.10000610351562,211.22999572753906,70927200
2015-05-05,175.76287841796875,208.89999389648438,211.4600067138672,208.72999572753906,211.02999877929688,113326200
2015-05-06,175.03929138183594,208.0399932861328,209.92999267578125,206.75999450683594,209.55999755859375,135060200
2015-05-07,175.73764038085938,208.8699951171875,209.3800048828125,207.52000427246094,207.9199981689453,88244900
2015-05-08,178.0514373779297,211.6199951171875,211.86000061035156,210.77999877929688,210.8800048828125,155877300
2015-05-11,177.20169067382812,210.61000061035156,211.88999938964844,210.52000427246094,211.57000732421875,75708100
2015-05-12,176.67160034179688,209.97999572753906,210.6300048828125,208.6199951171875,209.61000061035156,119727600
2015-05-13,176.70529174804688,210.02000427246094,211.22000122070312,209.74000549316406,210.47000122070312,94667900
2015-05-14,178.54788208007812,212.2100067138672,212.32000732421875,210.91000366210938,211.24000549316406,95934000
2015-05-15,178.74143981933594,212.44000244140625,212.61000061035156,211.86000061035156,212.44000244140625,76510100
2015-05-18,179.29672241210938,213.10000610351562,213.39999389648438,212.16000366210938,212.24000549316406,74549700
2015-05-19,179.23780822753906,213.02999877929688,213.57000732421875,212.69000244140625,213.24000549316406,72114600
2015-05-20,179.11158752441406,212.8800048828125,213.77999877929688,212.5,213.14999389648438,76857500
2015-05-21,179.63320922851562,213.5,213.75,212.50999450683594,212.7100067138672,64764600
2015-05-22,179.2041473388672,212.99000549316406,213.5399932861328,212.91000366210938,213.0399932861328,57433500
2015-05-26,177.2774200439453,210.6999969482422,212.91000366210938,210.1999969482422,212.39999389648438,124308600
2015-05-27,178.96011352539062,212.6999969482422,212.97999572753906,210.75999450683594,211.25,93214000
2015-05-28,178.75816345214844,212.4600067138672,212.58999633789062,211.6300048828125,212.3300018310547,74974600
2015-05-29,177.6475830078125,211.13999938964844,212.42999267578125,210.82000732421875,212.3800048828125,124919600
2015-06-01,178.00938415527344,211.57000732421875,212.33999633789062,210.6199951171875,211.94000244140625,93338800
2015-06-02,177.83265686035156,211.36000061035156,212.19000244140625,210.27000427246094,211.02000427246094,91531000
2015-06-03,178.30384826660156,211.9199981689453,212.6699981689453,211.3300018310547,212.0,87820900
2015-06-04,176.7977752685547,210.1300048828125,211.86000061035156,209.75,211.07000732421875,151882800
2015-06-05,176.494873046875,209.77000427246094,210.5800018310547,208.97999572753906,209.9499969482422,121704700
2015-06-08,175.4095458984375,208.47999572753906,209.82000732421875,208.38999938964844,209.63999938964844,89063300
2015-06-09,175.38426208496094,208.4499969482422,209.10000610351562,207.69000244140625,208.4499969482422,105034700
2015-06-10,177.4877471923828,210.9499969482422,211.41000366210938,209.3000030517578,209.3699951171875,134551300
2015-06-11,178.05982971191406,211.6300048828125,212.08999633789062,211.1999969482422,211.47999572753906,73876400
2015-06-12,176.69683837890625,210.00999450683594,211.47999572753906,209.67999267578125,210.63999938964844,135382400
2015-06-15,175.9395751953125,209.11000061035156,209.4499969482422,207.7899932861328,208.63999938964844,124384200
2015-06-16,176.8987579345703,210.25,210.35000610351562,208.72000122070312,208.92999267578125,85308200
2015-06-17,177.18479919433594,210.58999633789062,211.32000732421875,209.36000061035156,210.58999633789062,126708600
2015-06-18,179.0274200439453,212.77999877929688,213.33999633789062,210.6300048828125,211.30999755859375,165867900
2015-06-19,178.2327117919922,210.80999755859375,211.5500030517578,210.36000061035156,211.4600067138672,130478700
2015-06-22,179.1458282470703,211.88999938964844,212.58999633789062,211.63999938964844,211.91000366210938,70696000
2015-06-23,179.27259826660156,212.0399932861328,212.44000244140625,211.57000732421875,212.13999938964844,68476800
2015-06-24,177.97061157226562,210.5,212.1699981689453,210.47000122070312,211.72000122070312,92307300
2015-06-25,177.42950439453125,209.86000061035156,211.25,209.77000427246094,211.10000610351562,97107400
2015-06-26,177.3956756591797,209.82000732421875,210.5800018310547,209.16000366210938,210.2899932861328,104174800
2015-06-29,173.6756591796875,205.4199981689453,209.8300018310547,205.3300018310547,208.0500030517578,202621300
2015-06-30,174.0391845703125,205.85000610351562,207.32000732421875,205.27999877929688,207.25999450683594,182925100
2015-07-01,175.43423461914062,207.5,208.02999877929688,206.55999755859375,207.72999572753906,135979900
2015-07-02,175.2736053466797,207.30999755859375,208.27000427246094,206.80999755859375,208.07000732421875,104373700
2015-07-06,174.77476501464844,206.72000122070312,207.64999389648438,205.52999877929688,205.77000427246094,117975400
2015-07-07,175.87380981445312,208.02000427246094,208.1699981689453,204.11000061035156,206.9600067138672,173820200
2015-07-08,172.92315673828125,204.52999877929688,206.75999450683594,204.25,206.4199981689453,164020100
2015-07-09,173.23599243164062,204.89999389648438,207.35000610351562,204.77000427246094,207.0399932861328,144113100
2015-07-10,175.41725158691406,207.47999572753906,207.97999572753906,204.9499969482422,207.2899932861328,129456900
2015-07-13,177.35342407226562,209.77000427246094,209.89999389648438,208.94000244140625,208.99000549316406,106069400
2015-07-14,178.122802734375,210.67999267578125,211.0500030517578,209.64999389648438,209.72000122070312,81709600
2015-07-15,178.06362915039062,210.61000061035156,211.27999877929688,210.0399932861328,210.72999572753906,97914100
2015-07-16,179.49244689941406,212.3000030517578,212.3000030517578,211.5800018310547,211.8699951171875,106683300
2015-07-17,179.6446075439453,212.47999572753906,212.5500030517578,211.8000030517578,212.2899932861328,89030000
2015-07-20,179.73760986328125,212.58999633789062,213.17999267578125,212.2100067138672,212.75,70446800
2015-07-21,179.0274200439453,211.75,212.74000549316406,211.38999938964844,212.42999267578125,77965000
2015-07-22,178.70616149902344,211.3699951171875,211.77000427246094,210.88999938964844,210.92999267578125,88667900
2015-07-23,177.70005798339844,210.17999267578125,211.64999389648438,209.75,211.52999877929688,90509100
2015-07-24,175.85694885253906,208.0,210.3699951171875,207.60000610351562,210.3000030517578,117755000
2015-07-27,174.8339385986328,206.7899932861328,207.5500030517578,206.25999450683594,206.94000244140625,132361100
2015-07-28,176.9813995361328,209.3300018310547,209.5,206.8000030517578,207.7899932861328,123544800
2015-07-29,178.19888305664062,210.77000427246094,211.0399932861328,209.30999755859375,209.47999572753906,105791300
2015-07-30,178.2411651611328,210.82000732421875,211.02000427246094,209.4199981689453,210.16000366210938,91304400
2015-07-31,177.97061157226562,210.5,211.4499969482422,210.16000366210938,211.4199981689453,103266900
2015-08-03,177.37026977539062,209.7899932861328,210.52999877929688,208.64999389648438,210.4600067138672,113965700
2015-08-04,177.02365112304688,209.3800048828125,210.25,208.8000030517578,209.6999969482422,81820800
2015-08-05,177.60708618164062,210.07000732421875,211.30999755859375,209.72999572753906,210.4499969482422,85786800
2015-08-06,176.15284729003906,208.35000610351562,210.4199981689453,207.64999389648438,210.2899932861328,116030800
2015-08-07,175.8146514892578,207.9499969482422,208.33999633789062,206.8699951171875,208.16000366210938,117858000
2015-08-10,178.02976989746094,210.57000732421875,210.6699981689453,209.27999877929688,209.27999877929688,80270700
2015-08-11,176.4233856201172,208.6699981689453,209.47000122070312,207.75999450683594,208.97000122070312,126081400
2015-08-12,176.63473510742188,208.9199981689453,209.13999938964844,205.36000061035156,207.11000061035156,172123700
2015-08-13,176.41494750976562,208.66000366210938,209.5500030517578,208.00999450683594,208.72999572753906,89383300
2015-08-14,177.05747985839844,209.4199981689453,209.50999450683594,208.25999450683594,208.42999267578125,72786500
2015-08-17,178.04669189453125,210.58999633789062,210.58999633789062,208.16000366210938,208.7100067138672,79072600
2015-08-18,177.5309600830078,209.97999572753906,210.67999267578125,209.6999969482422,210.25999450683594,71692700
2015-08-19,176.1275177001953,208.32000732421875,210.00999450683594,207.35000610351562,209.08999633789062,172946000
2015-08-20,172.4497528076172,203.97000122070312,208.2899932861328,203.89999389648438,206.50999450683594,194327900
2015-08-21,167.258544921875,197.8300018310547,203.94000244140625,197.52000427246094,201.72999572753906,346588500
2015-08-24,160.21583557128906,189.5,197.47999572753906,182.39999389648438,187.49000549316406,507244300
2015-08-25,158.3303680419922,187.27000427246094,195.4499969482422,186.9199981689453,195.42999267578125,369833100
2015-08-26,164.40933227539062,194.4600067138672,194.7899932861328,188.3699951171875,192.0800018310547,339257000
2015-08-27,168.47605895996094,199.27000427246094,199.4199981689453,195.2100067138672,197.02000427246094,274143900
2015-08-28,168.4844970703125,199.27999877929688,199.83999633789062,197.9199981689453,198.5,160414400
2015-08-31,167.12322998046875,197.6699981689453,199.1300048828125,197.00999450683594,198.11000061035156,163298800
2015-09-01,162.13502502441406,191.77000427246094,194.77000427246094,190.72999572753906,193.1199951171875,256000400
2015-09-02,165.2124786376953,195.41000366210938,195.4600067138672,192.4199981689453,194.6199951171875,160269300
2015-09-03,165.3308563232422,195.5500030517578,198.0500030517578,194.9600067138672,196.25999450683594,152087800
2015-09-04,162.82830810546875,192.58999633789062,193.86000061035156,191.61000061035156,192.85000610351562,207081000
2015-09-08,166.92034912109375,197.42999267578125,197.61000061035156,195.1699981689453,195.94000244140625,116025700
2015-09-09,164.68832397460938,194.7899932861328,199.47000122070312,194.35000610351562,199.32000732421875,149347700
2015-09-10,165.5845489501953,195.85000610351562,197.22000122070312,194.25,194.55999755859375,158611100
2015-09-11,166.33702087402344,196.74000549316406,196.82000732421875,194.52999877929688,195.3800048828125,119691200
2015-09-14,165.71978759765625,196.00999450683594,197.00999450683594,195.42999267578125,196.9499969482422,79452000
2015-09-15,167.79122924804688,198.4600067138672,198.99000549316406,195.9600067138672,196.61000061035156,113806200
2015-09-16,169.24534606933594,200.17999267578125,200.41000366210938,198.41000366210938,198.82000732421875,99581600
2015-09-17,168.8649444580078,199.72999572753906,202.88999938964844,199.27999877929688,200.02000427246094,276046600
2015-09-18,166.10540771484375,195.4499969482422,198.67999267578125,194.9600067138672,195.7100067138672,223657500
2015-09-21,166.96377563476562,196.4600067138672,197.67999267578125,195.2100067138672,196.44000244140625,105726200
2015-09-22,164.79664611816406,193.91000366210938,194.4600067138672,192.55999755859375,193.8800048828125,153890900
2015-09-23,164.53323364257812,193.60000610351562,194.6699981689453,192.91000366210938,194.11000061035156,92790600
2015-09-24,163.93824768066406,192.89999389648438,193.4499969482422,190.55999755859375,192.14999389648438,159378800
2015-09-25,163.89581298828125,192.85000610351562,195.0,191.80999755859375,194.63999938964844,155054800
2015-09-28,159.78245544433594,188.00999450683594,191.91000366210938,187.63999938964844,191.77999877929688,178515900
2015-09-29,159.8759002685547,188.1199951171875,189.74000549316406,186.92999267578125,188.27000427246094,159045600
2015-09-30,162.8589630126953,191.6300048828125,191.8300018310547,189.44000244140625,190.3699951171875,163452000
2015-10-01,163.28392028808594,192.1300048828125,192.49000549316406,189.82000732421875,192.0800018310547,131079000
2015-10-02,165.72299194335938,195.0,195.02999877929688,189.1199951171875,189.77000427246094,211003300
2015-10-05,168.67205810546875,198.47000122070312,198.74000549316406,196.3300018310547,196.4600067138672,126320800
2015-10-06,168.09410095214844,197.7899932861328,198.97999572753906,197.0,198.30999755859375,110274500
2015-10-07,169.47091674804688,199.41000366210938,199.8300018310547,197.47999572753906,198.89999389648438,124307300
2015-10-08,171.0006866455078,201.2100067138672,201.5500030517578,198.58999633789062,198.9499969482422,153055200
2015-10-09,171.10267639160156,201.3300018310547,201.89999389648438,200.5800018310547,201.3800048828125,107069200
2015-10-12,171.2641143798828,201.52000427246094,201.75999450683594,200.91000366210938,201.4199981689453,56395600
2015-10-13,170.18475341796875,200.25,202.16000366210938,200.0500030517578,200.64999389648438,88038700
2015-10-14,169.36886596679688,199.2899932861328,200.8699951171875,198.94000244140625,200.17999267578125,99106200
2015-10-15,171.9694366455078,202.35000610351562,202.36000061035156,199.63999938964844,200.0800018310547,134142200
2015-10-16,172.7513885498047,203.27000427246094,203.2899932861328,201.9199981689453,202.8300018310547,114580100
2015-10-19,172.83633422851562,203.3699951171875,203.3699951171875,202.1300048828125,202.5,76523900
2015-10-20,172.6153564453125,203.11000061035156,203.83999633789062,202.5500030517578,202.85000610351562,78448500
2015-10-21,171.54452514648438,201.85000610351562,203.7899932861328,201.64999389648438,203.61000061035156,102038000
2015-10-22,174.44261169433594,205.25999450683594,205.50999450683594,201.85000610351562,202.97999572753906,174911700
2015-10-23,176.3547821044922,207.50999450683594,207.9499969482422,206.3000030517578,207.25,144442300
2015-10-26,175.9213409423828,207.0,207.3699951171875,206.55999755859375,207.3000030517578,69033000
2015-10-27,175.5813751220703,206.60000610351562,207.0,205.7899932861328,206.1999969482422,77905800
2015-10-28,177.57859802246094,208.9499969482422,208.97999572753906,206.2100067138672,207.0,135906700
2015-10-29,177.47659301757812,208.8300018310547,209.27000427246094,208.2100067138672,208.35000610351562,90525500
2015-10-30,176.71168518066406,207.92999267578125,209.44000244140625,207.74000549316406,209.05999755859375,131076900
2015-11-02,178.80235290527344,210.38999938964844,210.6199951171875,208.1699981689453,208.32000732421875,86270800
2015-11-03,179.32078552246094,211.0,211.66000366210938,209.6999969482422,209.97000122070312,95246100
2015-11-04,178.77691650390625,210.36000061035156,211.5,209.72000122070312,211.35000610351562,96224500
2015-11-05,178.59837341308594,210.14999389648438,210.97999572753906,209.08999633789062,210.42999267578125,78408700
2015-11-06,178.50494384765625,210.0399932861328,210.32000732421875,208.4600067138672,209.74000549316406,110471500
2015-11-09,176.83914184570312,208.0800018310547,209.49000549316406,206.9499969482422,209.30999755859375,131008700
2015-11-10,177.2471160888672,208.55999755859375,208.60000610351562,207.19000244140625,207.50999450683594,75874600
2015-11-11,176.55027770996094,207.74000549316406,208.94000244140625,207.66000366210938,208.8800048828125,67846000
2015-11-12,174.0856475830078,204.83999633789062,207.05999755859375,204.82000732421875,206.5,121315200
2015-11-13,172.13096618652344,202.5399932861328,204.6699981689453,202.44000244140625,204.35000610351562,153577100
2015-11-16,174.74851989746094,205.6199951171875,205.69000244140625,202.17999267578125,202.32000732421875,117645200
2015-11-17,174.62107849121094,205.47000122070312,207.0399932861328,204.8800048828125,205.99000549316406,121123700
2015-11-18,177.3916015625,208.72999572753906,208.89999389648438,205.99000549316406,206.0399932861328,121342500
2015-11-19,177.23861694335938,208.5500030517578,209.0500030517578,208.1999969482422,208.58999633789062,88220500
2015-11-20,177.884521484375,209.30999755859375,210.1199951171875,208.86000061035156,209.4499969482422,94011500
2015-11-23,177.68052673339844,209.07000732421875,209.97999572753906,208.52000427246094,209.3800048828125,64931200
2015-11-24,177.91848754882812,209.35000610351562,209.8300018310547,207.41000366210938,207.8699951171875,98874400
2015-11-25,177.8930206298828,209.32000732421875,209.74000549316406,209.00999450683594,209.5,51980100
2015-11-27,178.09698486328125,209.55999755859375,209.8000030517578,208.86000061035156,209.42999267578125,37317800
2015-11-30,177.3575897216797,208.69000244140625,209.88999938964844,208.55999755859375,209.75,112822700
2015-12-01,179.04884338378906,210.67999267578125,210.82000732421875,209.11000061035156,209.44000244140625,97858400
2015-12-02,177.2216339111328,208.52999877929688,211.0,208.22999572753906,210.6199951171875,108441300
2015-12-03,174.7400665283203,205.61000061035156,209.14999389648438,204.75,208.8300018310547,166224200
2015-12-04,178.14801025390625,209.6199951171875,209.97000122070312,205.61000061035156,205.61000061035156,192913900
2015-12-07,177.06863403320312,208.35000610351562,209.72999572753906,207.1999969482422,209.22999572753906,102027100
2015-12-08,175.8788604736328,206.9499969482422,208.2899932861328,205.77999877929688,206.49000549316406,103372400
2015-12-09,174.51055908203125,205.33999633789062,208.67999267578125,204.17999267578125,206.19000244140625,162401500
2015-12-10,174.96099853515625,205.8699951171875,207.42999267578125,205.13999938964844,205.4199981689453,116128900
2015-12-11,171.5700225830078,201.8800048828125,204.13999938964844,201.50999450683594,203.35000610351562,211173300
2015-12-14,172.4369354248047,202.89999389648438,203.0500030517578,199.9499969482422,202.07000732421875,182385200
2015-12-15,174.24713134765625,205.02999877929688,206.11000061035156,202.8699951171875,204.6999969482422,154069600
2015-12-16,176.7967071533203,208.02999877929688,208.38999938964844,204.8000030517578,206.3699951171875,197017000
2015-12-17,174.1026153564453,204.86000061035156,208.47999572753906,204.83999633789062,208.39999389648438,173092500
2015-12-18,171.00094604492188,200.02000427246094,202.92999267578125,199.8300018310547,202.77000427246094,251393500
2015-12-21,172.41160583496094,201.6699981689453,201.8800048828125,200.08999633789062,201.41000366210938,99094300
2015-12-22,173.97610473632812,203.5,203.85000610351562,201.5500030517578,202.72000122070312,111026200
2015-12-23,176.1304473876953,206.02000427246094,206.07000732421875,204.5800018310547,204.69000244140625,110987200
2015-12-24,175.83982849121094,205.67999267578125,206.3300018310547,205.4199981689453,205.72000122070312,48539600
2015-12-28,175.43801879882812,205.2100067138672,205.25999450683594,203.94000244140625,204.86000061035156,65899900
2015-12-29,177.31027221679688,207.39999389648438,207.7899932861328,206.47000122070312,206.50999450683594,92640700
2015-12-30,176.05352783203125,205.92999267578125,207.2100067138672,205.75999450683594,207.11000061035156,63317700
2015-12-31,174.29241943359375,203.8699951171875,205.88999938964844,203.8699951171875,205.1300048828125,114877900
2016-01-04,171.8559112548828,201.02000427246094,201.02999877929688,198.58999633789062,200.49000549316406,222353500
2016-01-05,172.14659118652344,201.36000061035156,201.89999389648438,200.0500030517578,201.39999389648438,110845800
2016-01-06,169.97509765625,198.82000732421875,200.05999755859375,197.60000610351562,198.33999633789062,152112600
2016-01-07,165.89712524414062,194.0500030517578,197.44000244140625,193.58999633789062,195.3300018310547,213436100
2016-01-08,164.0760955810547,191.9199981689453,195.85000610351562,191.5800018310547,195.19000244140625,209817200
2016-01-11,164.23854064941406,192.11000061035156,193.41000366210938,189.82000732421875,193.00999450683594,187941300
2016-01-12,165.56370544433594,193.66000366210938,194.5500030517578,191.13999938964844,193.82000732421875,172330500
2016-01-13,161.43438720703125,188.8300018310547,194.86000061035156,188.3800048828125,194.4499969482422,221168900
2016-01-14,164.084716796875,191.92999267578125,193.25999450683594,187.66000366210938,189.5500030517578,240795600
2016-01-15,160.56240844726562,187.80999755859375,188.75999450683594,185.52000427246094,186.77000427246094,324846400
2016-01-19,160.77610778808594,188.05999755859375,190.11000061035156,186.1999969482422,189.9600067138672,195244400
2016-01-20,158.7157745361328,185.64999389648438,187.5,181.02000427246094,185.02999877929688,286547800
2016-01-21,159.6049041748047,186.69000244140625,188.8699951171875,184.63999938964844,186.2100067138672,195772900
2016-01-22,162.8792724609375,190.52000427246094,190.75999450683594,188.8800048828125,189.77999877929688,168319600
2016-01-25,160.41708374023438,187.63999938964844,190.14999389648438,187.41000366210938,189.9199981689453,130371700
2016-01-26,162.6056671142578,190.1999969482422,190.52999877929688,188.02000427246094,188.4199981689453,141036800
2016-01-27,160.83596801757812,188.1300048828125,191.55999755859375,187.05999755859375,189.5800018310547,185681700
2016-01-28,161.67384338378906,189.11000061035156,190.1999969482422,187.16000366210938,189.9600067138672,143798800
2016-01-29,165.614990234375,193.72000122070312,193.8800048828125,189.8800048828125,190.02000427246094,210529300
2016-02-01,165.55517578125,193.64999389648438,194.5800018310547,191.83999633789062,192.52999877929688,136061600
2016-02-02,162.57147216796875,190.16000366210938,191.97000122070312,189.5399932861328,191.9600067138672,182564900
2016-02-03,163.5460968017578,191.3000030517578,191.77999877929688,187.10000610351562,191.41000366210938,205054900
2016-02-04,163.8025665283203,191.60000610351562,192.75,189.9600067138672,190.7100067138672,139531800
2016-02-05,160.6820831298828,187.9499969482422,191.6699981689453,187.1999969482422,190.99000549316406,180788300
2016-02-08,158.51913452148438,185.4199981689453,186.1199951171875,182.8000030517578,185.77000427246094,191526700
