Date,Adj Close,Close,High,Low,Open,Volume,RSI,Signal,Portfolio
2015-02-06,172.17576599121094,205.5500030517578,207.2400054931641,204.9199981689453,206.55999755859372,125672000,54.95995578678285,0,10000.0
2015-02-09,171.4051513671875,204.6300048828125,205.63999938964844,204.13999938964844,204.7700042724609,87219000,52.51678798246595,0,10000.0
2015-02-10,173.23114013671875,206.80999755859372,207.1199951171875,204.67999267578125,205.8800048828125,96164200,57.35435653933454,0,10000.0
2015-02-11,173.33169555664062,206.92999267578125,207.4499969482422,205.8300018310547,206.6100006103516,91087800,57.61047311002688,0,10000.0
2015-02-12,174.99859619140625,208.9199981689453,208.9900054931641,206.97000122070312,207.88999938964844,97545900,61.715149073879424,0,10000.0
2015-02-13,175.7189483642578,209.77999877929688,209.83999633789065,208.75999450683597,209.07000732421875,93670400,63.36606050443569,0,10000.0
2015-02-17,175.99534606933594,210.1100006103516,210.32000732421875,209.1000061035156,209.3999938964844,76968200,64.00739462283494,0,10000.0
2015-02-18,176.0120849609375,210.1300048828125,210.22000122070312,209.33999633789065,209.66000366210935,80652900,64.04844294145866,0,10000.0
2015-02-19,175.886474609375,209.97999572753903,210.4199981689453,209.2400054931641,209.41000366210935,91462500,63.46353200176741,0,10000.0
2015-02-20,176.94186401367188,211.2400054931641,211.3300018310547,208.72999572753903,209.47999572753903,140896400,66.25221069741772,0,10000.0
2015-02-23,176.91677856445312,211.2100067138672,211.2100067138672,210.47999572753903,210.94000244140625,74411100,66.12302380269752,0,10000.0
2015-02-24,177.41937255859375,211.80999755859372,212.0500030517578,210.75999450683597,211.1199951171875,72472300,67.49076802744328,0,10000.0
2015-02-25,177.26853942871094,211.6300048828125,212.2400054931641,211.22000122070312,211.66000366210935,73061700,66.62145043987765,0,10000.0
2015-02-26,177.05918884277344,211.3800048828125,211.7100067138672,210.6499938964844,211.5200042724609,72697900,65.36302252446518,0,10000.0
2015-02-27,176.4561004638672,210.66000366210935,211.5800018310547,210.6000061035156,211.25999450683597,108076000,61.74471470411764,0,10000.0
2015-03-02,177.57015991210938,211.9900054931641,212.05999755859372,210.72000122070312,210.77999877929688,87491400,65.53965615770562,0,10000.0
2015-03-03,176.84136962890625,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800,61.25852013292923,0,10000.0
2015-03-04,176.09584045410156,210.22999572753903,210.4900054931641,209.05999755859372,210.3999938964844,114497200,57.146181783399776,0,10000.0
2015-03-05,176.28857421875,210.4600067138672,210.8000030517578,209.8500061035156,210.6199951171875,76873000,57.932408560194,0,10000.0
2015-03-06,173.8091278076172,207.5,209.94000244140625,207.1000061035156,209.4199981689453,188128000,46.19149412571949,0,10000.0
2015-03-09,174.5294952392578,208.3600006103516,208.7899932861328,207.5500030517578,207.7400054931641,89818900,49.40008366938637,0,10000.0
2015-03-10,171.6983184814453,204.97999572753903,206.80999755859372,204.92999267578125,206.7100067138672,157121300,39.44485586707685,0,10000.0
2015-03-11,171.29623413085938,204.5,205.5,204.3999938964844,205.2899932861328,110145700,38.26544491995511,0,10000.0
2015-03-12,173.47406005859375,207.1000061035156,207.17999267578125,205.1999969482422,205.25999450683597,93993500,47.4334515715264,0,10000.0
2015-03-13,172.4103240966797,205.8300018310547,207.92999267578125,204.5800018310547,206.7700042724609,162410900,43.9965978130629,0,10000.0
2015-03-16,174.71383666992188,208.5800018310547,208.69000244140625,205.8600006103516,206.7100067138672,136099200,52.09179852231462,0,10000.0
2015-03-17,174.1945037841797,207.9600067138672,208.4199981689453,206.97999572753903,207.69000244140625,94510400,50.325589883660335,0,10000.0
2015-03-18,176.28857421875,210.4600067138672,211.2700042724609,206.6199951171875,207.38999938964844,228808500,56.700648580712155,0,10000.0
2015-03-19,175.4844207763672,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300,53.84297361842652,0,10000.0
2015-03-20,177.03338623046875,210.41000366210935,211.0200042724609,209.4900054931641,209.7100067138672,177715100,58.21181066980861,0,10000.0
2015-03-23,176.6884002685547,210.0,211.1100006103516,210.0,210.4199981689453,71784500,56.919597335025514,0,10000.0
2015-03-24,175.6956024169922,208.82000732421875,210.3999938964844,208.7400054931641,209.8500061035156,77805300,53.255778928607484,0,10000.0
2015-03-25,173.12103271484375,205.75999450683597,209.3500061035156,205.7100067138672,209.07000732421875,159521700,45.14107740349308,0,10000.0
2015-03-26,172.70877075195312,205.2700042724609,206.3699951171875,204.1199951171875,204.9600067138672,153067200,43.98531954138904,0,10000.0
2015-03-27,173.1041717529297,205.7400054931641,205.9499969482422,204.8999938964844,205.1300048828125,118939000,45.42846558260962,0,10000.0
2015-03-30,175.2160186767578,208.25,208.6100006103516,206.9600067138672,206.97999572753903,96180400,52.47167049992963,0,10000.0
2015-03-31,173.68475341796875,206.42999267578125,208.1000061035156,206.3600006103516,207.25999450683597,126768700,47.667692947704616,0,10000.0
2015-04-01,173.0704803466797,205.6999969482422,206.4199981689453,204.50999450683597,206.38999938964844,137303600,45.85405916577931,0,10000.0
2015-04-02,173.6931610107422,206.44000244140625,206.97999572753903,205.3999938964844,205.6199951171875,86900900,48.01332489568094,0,10000.0
2015-04-06,174.8626251220703,207.8300018310547,208.4499969482422,205.2100067138672,205.3699951171875,114368200,51.89349029228686,0,10000.0
2015-04-07,174.39988708496094,207.27999877929688,208.75999450683597,207.2400054931641,207.8600006103516,81236300,50.293908085646315,0,10000.0
2015-04-08,174.98883056640625,207.97999572753903,208.50999450683597,207.0800018310547,207.5500030517578,89351900,52.30881460736552,0,10000.0
2015-04-09,175.76287841796875,208.8999938964844,209.17999267578125,207.19000244140625,207.77999877929688,85548900,54.89662920122535,0,10000.0
2015-04-10,176.72210693359375,210.0399932861328,210.08999633789065,208.9600067138672,209.1999969482422,72722900,57.942277469332836,0,10000.0
2015-04-13,175.9227752685547,209.08999633789065,210.6300048828125,209.02999877929688,209.8699951171875,74436600,54.63169046571706,0,10000.0
2015-04-14,176.2593536376953,209.4900054931641,209.7100067138672,208.1000061035156,208.8500061035156,75099900,55.777459292693194,0,10000.0
2015-04-15,177.0501708984375,210.42999267578125,211.0399932861328,209.9499969482422,210.0500030517578,99529300,58.433659563001164,0,10000.0
2015-04-16,176.99974060058594,210.3699951171875,210.97999572753903,209.7899932861328,210.02999877929688,68934900,58.19361463354951,0,10000.0
2015-04-17,174.96359252929688,207.9499969482422,209.22999572753903,207.00999450683597,208.94000244140625,191113200,49.37433320087801,0,10000.0
2015-04-20,176.562255859375,209.8500061035156,210.25,208.9600067138672,209.05999755859372,92189500,55.124723758072335,0,10000.0
2015-04-21,176.35189819335938,209.6000061035156,210.8600006103516,209.2400054931641,210.6699981689453,72559800,54.2515023611779,0,10000.0
2015-04-22,177.21852111816406,210.6300048828125,210.8500061035156,208.8999938964844,210.00999450683597,78264600,57.25559765502089,0,10000.0
2015-04-23,177.66444396972656,211.16000366210935,211.94000244140625,210.00999450683597,210.1499938964844,102585900,58.756347229635004,0,10000.0
2015-04-24,178.0767059326172,211.6499938964844,211.97000122070312,211.1100006103516,211.66000366210935,61327400,60.14938294677205,0,10000.0
2015-04-27,177.33628845214844,210.7700042724609,212.47999572753903,210.5399932861328,212.3300018310547,79358100,56.46095399788336,0,10000.0
2015-04-28,177.89996337890625,211.44000244140625,211.5,209.3300018310547,210.7400054931641,86863500,58.545075850889845,0,10000.0
2015-04-29,177.1680145263672,210.57000732421875,211.2899932861328,209.6000061035156,210.3699951171875,125684900,54.87198579368877,0,10000.0
2015-04-30,175.39273071289062,208.4600067138672,210.3500061035156,207.6199951171875,209.8800048828125,161304900,47.145940502103564,0,10000.0
2015-05-01,177.29415893554688,210.72000122070312,210.7700042724609,209.27999877929688,209.3999938964844,103399700,54.53048511984645,0,10000.0
2015-05-04,177.79904174804688,211.32000732421875,212.0200042724609,211.1000061035156,211.22999572753903,70927200,56.27730307041626,0,10000.0
2015-05-05,175.76287841796875,208.8999938964844,211.4600067138672,208.72999572753903,211.02999877929688,113326200,48.2299850969295,0,10000.0
2015-05-06,175.03929138183594,208.0399932861328,209.92999267578125,206.75999450683597,209.55999755859372,135060200,45.72757270038605,0,10000.0
2015-05-07,175.73764038085938,208.8699951171875,209.3800048828125,207.5200042724609,207.9199981689453,88244900,48.50457853995838,0,10000.0
2015-05-08,178.0514373779297,211.6199951171875,211.8600006103516,210.77999877929688,210.8800048828125,155877300,56.454738576729305,0,10000.0
2015-05-11,177.20169067382812,210.6100006103516,211.88999938964844,210.5200042724609,211.57000732421875,75708100,53.20598577392436,0,10000.0
2015-05-12,176.67160034179688,209.97999572753903,210.6300048828125,208.6199951171875,209.6100006103516,119727600,51.225606143582695,0,10000.0
2015-05-13,176.70529174804688,210.0200042724609,211.22000122070312,209.7400054931641,210.47000122070312,94667900,51.349551068044875,0,10000.0
2015-05-14,178.54788208007812,212.2100067138672,212.32000732421875,210.91000366210935,211.2400054931641,95934000,57.68307354256767,0,10000.0
2015-05-15,178.74143981933594,212.44000244140625,212.6100006103516,211.8600006103516,212.44000244140625,76510100,58.29724502390221,0,10000.0
2015-05-18,179.29672241210938,213.1000061035156,213.3999938964844,212.16000366210935,212.2400054931641,74549700,60.086938964054596,0,10000.0
2015-05-19,179.23780822753906,213.02999877929688,213.57000732421875,212.69000244140625,213.2400054931641,72114600,59.79374147564009,0,10000.0
2015-05-20,179.11158752441406,212.8800048828125,213.77999877929688,212.5,213.1499938964844,76857500,59.128055859991434,0,10000.0
2015-05-21,179.63320922851562,213.5,213.75,212.50999450683597,212.7100067138672,64764600,61.057562666177056,0,10000.0
2015-05-22,179.2041473388672,212.9900054931641,213.5399932861328,212.91000366210935,213.0399932861328,57433500,58.60670930966706,0,10000.0
2015-05-26,177.2774200439453,210.6999969482422,212.91000366210935,210.1999969482422,212.3999938964844,124308600,49.07955000813284,0,10000.0
2015-05-27,178.96011352539062,212.6999969482422,212.97999572753903,210.75999450683597,211.25,93214000,55.83243013654451,0,10000.0
2015-05-28,178.75816345214844,212.4600067138672,212.58999633789065,211.6300048828125,212.3300018310547,74974600,54.891567703890196,0,10000.0
2015-05-29,177.6475830078125,211.13999938964844,212.42999267578125,210.82000732421875,212.3800048828125,124919600,49.910502471270355,0,10000.0
2015-06-01,178.00938415527344,211.57000732421875,212.33999633789065,210.6199951171875,211.94000244140625,93338800,51.455960133378696,0,10000.0
2015-06-02,177.83265686035156,211.3600006103516,212.19000244140625,210.2700042724609,211.0200042724609,91531000,50.63414843182141,0,10000.0
2015-06-03,178.30384826660156,211.9199981689453,212.6699981689453,211.3300018310547,212.0,87820900,52.79870510885465,0,10000.0
2015-06-04,176.7977752685547,210.1300048828125,211.8600006103516,209.75,211.07000732421875,151882800,45.874817314921735,0,10000.0
2015-06-05,176.494873046875,209.7700042724609,210.5800018310547,208.97999572753903,209.9499969482422,121704700,44.607810994114814,0,10000.0
2015-06-08,175.4095458984375,208.47999572753903,209.82000732421875,208.38999938964844,209.63999938964844,89063300,40.31167367297455,0,10000.0
2015-06-09,175.38426208496094,208.4499969482422,209.1000061035156,207.69000244140625,208.4499969482422,105034700,40.21450716658947,0,10000.0
2015-06-10,177.4877471923828,210.9499969482422,211.41000366210935,209.3000030517578,209.3699951171875,134551300,50.832560400796176,0,10000.0
2015-06-11,178.05982971191406,211.6300048828125,212.08999633789065,211.1999969482422,211.47999572753903,73876400,53.26368634771116,0,10000.0
2015-06-12,176.69683837890625,210.00999450683597,211.47999572753903,209.67999267578125,210.63999938964844,135382400,47.267053052927096,0,10000.0
2015-06-15,175.9395751953125,209.1100006103516,209.4499969482422,207.7899932861328,208.63999938964844,124384200,44.28399634334003,0,10000.0
2015-06-16,176.8987579345703,210.25,210.3500061035156,208.72000122070312,208.92999267578125,85308200,48.70028199560502,0,10000.0
2015-06-17,177.18479919433594,210.58999633789065,211.32000732421875,209.3600006103516,210.58999633789065,126708600,49.97374748367376,0,10000.0
2015-06-18,179.0274200439453,212.77999877929688,213.33999633789065,210.6300048828125,211.30999755859372,165867900,57.32321506471837,0,10000.0
2015-06-19,178.2327117919922,210.80999755859372,211.5500030517578,210.3600006103516,211.4600067138672,130478700,53.66155845282443,0,10000.0
2015-06-22,179.1458282470703,211.88999938964844,212.58999633789065,211.63999938964844,211.91000366210935,70696000,57.05588673693035,0,10000.0
2015-06-23,179.27259826660156,212.0399932861328,212.44000244140625,211.57000732421875,212.13999938964844,68476800,57.52110918161383,0,10000.0
2015-06-24,177.97061157226562,210.5,212.1699981689453,210.47000122070312,211.72000122070312,92307300,51.3663584360208,0,10000.0
2015-06-25,177.42950439453125,209.8600006103516,211.25,209.7700042724609,211.1000061035156,97107400,49.01884687104386,0,10000.0
2015-06-26,177.3956756591797,209.82000732421875,210.5800018310547,209.16000366210935,210.2899932861328,104174800,48.86848249146734,0,10000.0
2015-06-29,173.6756591796875,205.4199981689453,209.8300018310547,205.3300018310547,208.0500030517578,202621300,35.84660311265756,0,10000.0
2015-06-30,174.0391845703125,205.8500061035156,207.32000732421875,205.27999877929688,207.25999450683597,182925100,37.59656221824268,0,10000.0
2015-07-01,175.43423461914062,207.5,208.02999877929688,206.55999755859372,207.72999572753903,135979900,43.91872722464034,0,10000.0
2015-07-02,175.2736053466797,207.30999755859372,208.2700042724609,206.80999755859372,208.07000732421875,104373700,43.37384229769159,0,10000.0
2015-07-06,174.77476501464844,206.72000122070312,207.6499938964844,205.52999877929688,205.7700042724609,117975400,41.64582506262377,0,10000.0
2015-07-07,175.87380981445312,208.0200042724609,208.1699981689453,204.1100006103516,206.9600067138672,173820200,46.68551599551302,0,10000.0
2015-07-08,172.92315673828125,204.52999877929688,206.75999450683597,204.25,206.4199981689453,164020100,37.35736368353092,0,10000.0
2015-07-09,173.23599243164062,204.8999938964844,207.3500061035156,204.7700042724609,207.0399932861328,144113100,38.754599708934784,0,10000.0
2015-07-10,175.41725158691406,207.47999572753903,207.97999572753903,204.9499969482422,207.2899932861328,129456900,47.54073006140864,0,10000.0
2015-07-13,177.35342407226562,209.7700042724609,209.8999938964844,208.94000244140625,208.9900054931641,106069400,53.86712302247925,0,10000.0
2015-07-14,178.122802734375,210.67999267578125,211.0500030517578,209.6499938964844,209.72000122070312,81709600,56.13109721069667,0,10000.0
2015-07-15,178.06362915039062,210.6100006103516,211.27999877929688,210.0399932861328,210.72999572753903,97914100,55.90386224191521,0,10000.0
2015-07-16,179.49244689941406,212.3000030517578,212.3000030517578,211.5800018310547,211.8699951171875,106683300,60.10374712741399,0,10000.0
2015-07-17,179.6446075439453,212.47999572753903,212.5500030517578,211.8000030517578,212.2899932861328,89030000,60.53483022602871,0,10000.0
2015-07-20,179.73760986328125,212.58999633789065,213.17999267578125,212.2100067138672,212.75,70446800,60.81353289167131,0,10000.0
2015-07-21,179.0274200439453,211.75,212.7400054931641,211.38999938964844,212.42999267578125,77965000,57.47561157809478,0,10000.0
2015-07-22,178.70616149902344,211.3699951171875,211.7700042724609,210.88999938964844,210.92999267578125,88667900,55.978809263998365,0,10000.0
2015-07-23,177.70005798339844,210.17999267578125,211.6499938964844,209.75,211.52999877929688,90509100,51.45905031135827,0,10000.0
2015-07-24,175.85694885253906,208.0,210.3699951171875,207.6000061035156,210.3000030517578,117755000,44.38847279283471,0,10000.0
2015-07-27,174.8339385986328,206.7899932861328,207.5500030517578,206.25999450683597,206.94000244140625,132361100,41.019502873209454,0,10000.0
2015-07-28,176.9813995361328,209.3300018310547,209.5,206.8000030517578,207.7899932861328,123544800,49.6571370931357,0,10000.0
2015-07-29,178.19888305664062,210.7700042724609,211.0399932861328,209.30999755859372,209.47999572753903,105791300,53.78907288320041,0,10000.0
2015-07-30,178.2411651611328,210.82000732421875,211.0200042724609,209.4199981689453,210.16000366210935,91304400,53.930491771207194,0,10000.0
2015-07-31,177.97061157226562,210.5,211.4499969482422,210.16000366210935,211.4199981689453,103266900,52.816671413187684,0,10000.0
2015-08-03,177.37026977539062,209.7899932861328,210.52999877929688,208.6499938964844,210.4600067138672,113965700,50.332621671720325,0,10000.0
2015-08-04,177.02365112304688,209.3800048828125,210.25,208.8000030517578,209.6999969482422,81820800,48.90254681924228,0,10000.0
2015-08-05,177.60708618164062,210.07000732421875,211.30999755859372,209.72999572753903,210.4499969482422,85786800,51.40532947092755,0,10000.0
2015-08-06,176.15284729003906,208.3500061035156,210.4199981689453,207.6499938964844,210.2899932861328,116030800,45.43203423604414,0,10000.0
2015-08-07,175.8146514892578,207.9499969482422,208.33999633789065,206.8699951171875,208.16000366210935,117858000,44.14726026428475,0,10000.0
2015-08-10,178.02976989746094,210.57000732421875,210.6699981689453,209.27999877929688,209.27999877929688,80270700,53.435490961098914,0,10000.0
2015-08-11,176.4233856201172,208.6699981689453,209.47000122070312,207.75999450683597,208.97000122070312,126081400,47.293274981880536,0,10000.0
2015-08-12,176.63473510742188,208.9199981689453,209.13999938964844,205.3600006103516,207.1100006103516,172123700,48.13793420482716,0,10000.0
2015-08-13,176.41494750976562,208.66000366210935,209.5500030517578,208.00999450683597,208.72999572753903,89383300,47.289214541415284,0,10000.0
2015-08-14,177.05747985839844,209.4199981689453,209.50999450683597,208.25999450683597,208.42999267578125,72786500,50.06120283251642,0,10000.0
2015-08-17,178.04669189453125,210.58999633789065,210.58999633789065,208.16000366210935,208.7100067138672,79072600,54.066209699468125,0,10000.0
2015-08-18,177.5309600830078,209.97999572753903,210.67999267578125,209.6999969482422,210.25999450683597,71692700,51.73660452705177,0,10000.0
2015-08-19,176.1275177001953,208.32000732421875,210.00999450683597,207.3500061035156,209.08999633789065,172946000,45.93609883223574,0,10000.0
2015-08-20,172.4497528076172,203.97000122070312,208.2899932861328,203.8999938964844,206.50999450683597,194327900,34.895137144501234,0,10000.0
2015-08-21,167.258544921875,197.8300018310547,203.94000244140625,197.5200042724609,201.72999572753903,346588500,25.557447863864358,1,10000.0
2015-08-24,160.21583557128906,189.5,197.47999572753903,182.3999938964844,187.4900054931641,507244300,18.373984482981562,1,9578.932762216991
2015-08-25,158.3303680419922,187.2700042724609,195.4499969482422,186.9199981689453,195.42999267578125,369833100,16.996637429783668,1,9466.205036995085
2015-08-26,164.40933227539062,194.4600067138672,194.7899932861328,188.3699951171875,192.0800018310547,339257000,34.13877753556201,0,9829.652192190526
2015-08-27,168.47605895996094,199.2700042724609,199.4199981689453,195.2100067138672,197.0200042724609,274143900,42.66897596072281,0,10072.79233707639
2015-08-28,168.4844970703125,199.27999877929688,199.83999633789065,197.9199981689453,198.5,160414400,42.68556335900616,0,10073.296832099677
2015-08-31,167.12322998046875,197.6699981689453,199.1300048828125,197.00999450683597,198.1100006103516,163298800,40.64263445731589,0,9991.909833876083
2015-09-01,162.13502502441406,191.7700042724609,194.7700042724609,190.72999572753903,193.1199951171875,256000400,34.18600060583512,0,9693.676642956922
2015-09-02,165.2124786376953,195.41000366210935,195.4600067138672,192.4199981689453,194.6199951171875,160269300,40.46942369826282,0,9877.670448159442
2015-09-03,165.3308563232422,195.5500030517578,198.0500030517578,194.9600067138672,196.25999450683597,152087800,40.70393668336391,0,9884.747975086522
2015-09-04,162.82830810546875,192.58999633789065,193.8600006103516,191.6100006103516,192.8500061035156,207081000,37.353825743057286,0,9735.12642845987
2015-09-08,166.92034912109375,197.42999267578125,197.6100006103516,195.1699981689453,195.94000244140625,116025700,45.28394566142827,0,9979.780058415598
2015-09-09,164.68832397460938,194.7899932861328,199.47000122070312,194.3500061035156,199.32000732421875,149347700,42.14976419412044,0,9846.332458023824
2015-09-10,165.5845489501953,195.8500061035156,197.22000122070312,194.25,194.55999755859372,158611100,43.83081426185742,0,9899.915668137517
2015-09-11,166.33702087402344,196.7400054931641,196.82000732421875,194.52999877929688,195.3800048828125,119691200,45.268844677441116,0,9944.904217104006
2015-09-14,165.71978759765625,196.00999450683597,197.00999450683597,195.42999267578125,196.9499969482422,79452000,44.26769149257392,0,9908.00127282361
2015-09-15,167.79122924804688,198.4600067138672,198.9900054931641,195.9600067138672,196.6100006103516,113806200,48.39266014008018,0,10031.847958884295
2015-09-16,169.24534606933594,200.17999267578125,200.41000366210935,198.41000366210935,198.82000732421875,99581600,51.127246867659395,0,10118.786226939195
2015-09-17,168.8649444580078,199.72999572753903,202.88999938964844,199.27999877929688,200.0200042724609,276046600,50.37523440007137,0,10096.042897950783
2015-09-18,166.10540771484375,195.4499969482422,198.67999267578125,194.9600067138672,195.7100067138672,223657500,45.18330106759721,0,9931.056604159156
2015-09-21,166.96377563476562,196.4600067138672,197.67999267578125,195.2100067138672,196.44000244140625,105726200,47.01268931911999,0,9982.376428824784
2015-09-22,164.79664611816406,193.91000366210935,194.4600067138672,192.55999755859372,193.8800048828125,153890900,43.101726012855444,0,9852.808787445756
2015-09-23,164.53323364257812,193.6000061035156,194.6699981689453,192.91000366210935,194.1100006103516,92790600,42.637429082914586,0,9837.059967216035
2015-09-24,163.93824768066406,192.8999938964844,193.4499969482422,190.55999755859372,192.1499938964844,159378800,41.54871507658241,0,9801.487138204999
2015-09-25,163.89581298828125,192.8500061035156,195.0,191.80999755859372,194.63999938964844,155054800,41.467389244403336,0,9798.950066487518
2015-09-28,159.78245544433594,188.00999450683597,191.91000366210935,187.63999938964844,191.77999877929688,178515900,34.4319310764484,0,9553.021970803879
2015-09-29,159.8759002685547,188.1199951171875,189.7400054931641,186.92999267578125,188.2700042724609,159045600,34.70296436270475,0,9558.60881985021
2015-09-30,162.8589630126953,191.6300048828125,191.8300018310547,189.44000244140625,190.3699951171875,163452000,42.82767515017263,0,9736.959214177386
2015-10-01,163.28392028808594,192.1300048828125,192.4900054931641,189.82000732421875,192.0800018310547,131079000,43.89859204415567,0,9762.366422854775
2015-10-02,165.72299194335938,195.0,195.02999877929688,189.1199951171875,189.7700042724609,211003300,49.72001351155498,0,9908.192853212202
2015-10-05,168.67205810546875,198.47000122070312,198.7400054931641,196.3300018310547,196.4600067138672,126320800,55.704896250658585,0,10084.510670845188
2015-10-06,168.09410095214844,197.7899932861328,198.97999572753903,197.0,198.30999755859372,110274500,54.33976606899816,0,10049.955954756375
2015-10-07,169.47091674804688,199.41000366210935,199.8300018310547,197.47999572753903,198.8999938964844,124307300,57.040634549655145,0,10132.272574008417
2015-10-08,171.0006866455078,201.2100067138672,201.5500030517578,198.58999633789065,198.9499969482422,153055200,59.88024356546143,0,10223.733963809187
2015-10-09,171.10267639160156,201.3300018310547,201.8999938964844,200.5800018310547,201.3800048828125,107069200,60.06974732497384,0,10229.831693891761
2015-10-12,171.2641143798828,201.5200042724609,201.75999450683597,200.91000366210935,201.4199981689453,56395600,60.38869001840147,0,10239.483696326473
2015-10-13,170.18475341796875,200.25,202.16000366210935,200.0500030517578,200.6499938964844,88038700,57.10451209658054,0,10174.95121086104
2015-10-14,169.36886596679688,199.2899932861328,200.8699951171875,198.94000244140625,200.17999267578125,99106200,54.68361400647862,0,10126.171194775585
2015-10-15,171.9694366455078,202.3500061035156,202.3600006103516,199.63999938964844,200.0800018310547,134142200,60.4404113480524,0,10281.653276717983
2015-10-16,172.7513885498047,203.2700042724609,203.2899932861328,201.9199981689453,202.8300018310547,114580100,62.003436812000054,0,10328.404365259506
2015-10-19,172.83633422851562,203.3699951171875,203.3699951171875,202.1300048828125,202.5,76523900,62.178261077046606,0,10333.48307013229
2015-10-20,172.6153564453125,203.1100006103516,203.83999633789065,202.5500030517578,202.8500061035156,78448500,61.38698919455243,0,10320.271321620048
2015-10-21,171.54452514648438,201.8500061035156,203.7899932861328,201.6499938964844,203.6100006103516,102038000,57.56406452698009,0,10256.24880490329
2015-10-22,174.44261169433594,205.25999450683597,205.50999450683597,201.8500061035156,202.97999572753903,174911700,64.0832255987268,0,10429.518669782554
2015-10-23,176.3547821044922,207.50999450683597,207.9499969482422,206.3000030517578,207.25,144442300,67.61799870972237,0,10543.842898242716
2015-10-26,175.9213409423828,207.0,207.3699951171875,206.55999755859372,207.3000030517578,69033000,66.03162878416468,0,10517.928457679345
2015-10-27,175.5813751220703,206.6000061035156,207.0,205.7899932861328,206.1999969482422,77905800,64.74852489599242,0,10497.602690737434
2015-10-28,177.57859802246094,208.9499969482422,208.97999572753903,206.2100067138672,207.0,135906700,68.60781416751901,0,10617.012010083332
2015-10-29,177.47659301757812,208.8300018310547,209.2700042724609,208.2100067138672,208.3500061035156,90525500,68.19716026386416,0,10610.913367713194
2015-10-30,176.71168518066406,207.92999267578125,209.44000244140625,207.7400054931641,209.05999755859372,131076900,65.05274212205025,0,10565.181304381462
2015-11-02,178.80235290527344,210.38999938964844,210.6199951171875,208.1699981689453,208.32000732421875,86270800,69.2289059509472,0,10690.17747277369
2015-11-03,179.32078552246094,211.0,211.66000366210935,209.6999969482422,209.97000122070312,95246100,70.1805107198629,-1,10721.173355072538
2015-11-04,178.77691650390625,210.3600006103516,211.5,209.72000122070312,211.3500061035156,96224500,67.81130664465245,0,10721.173355072538
