Date,Adj Close,Portfolio
2015-01-02,172.0752410888672,10183.91901140935
2015-01-05,168.9676055908203,10000.0
2015-01-06,167.37611389160156,9905.810839086353
2015-01-07,169.4618377685547,10029.250114304823
2015-01-08,172.4689178466797,10207.217960130081
2015-01-09,171.08682250976562,10125.421491979789
2015-01-12,169.74661254882812,10046.103923606179
2015-01-13,169.26914978027344,10017.846272272058
2015-01-14,168.2472381591797,9957.366536081177
2015-01-15,166.70599365234375,9866.15115183952
2015-01-16,168.89227294921875,9995.541592642085
2015-01-20,169.2523956298828,10016.854712361384
2015-01-21,170.10678100585938,10067.419752505562
2015-01-22,172.636474609375,10217.134462296837
2015-01-23,171.68988037109375,10161.112230403845
2015-01-26,172.09197998046875,10184.909668259996
2015-01-27,169.82203674316406,10050.567749324264
2015-01-28,167.64414978027344,9921.673991537064
2015-01-29,169.1938018798828,10013.386961854112
2015-01-30,167.0662384033203,9887.471496039043
2015-02-02,169.1351318359375,10009.914696046702
2015-02-03,171.58102416992188,10154.669800164556
2015-02-04,170.9276580810547,10116.001672828395
2015-02-05,172.6531982421875,10218.124216087455
2015-02-06,172.17575073242188,10189.867467813361
2015-02-09,171.40516662597656,10144.262033342602
2015-02-10,173.231201171875,10252.332129945642
2015-02-11,173.3316650390625,10258.277877169568
2015-02-12,174.9986114501953,10356.932669921356
2015-02-13,175.71890258789062,10399.56161854004
2015-02-17,175.995361328125,10415.92326012617
2015-02-18,176.0120849609375,10416.913013916788
2015-02-19,175.886474609375,10409.479023766824
2015-02-20,176.94189453125,10471.941879779051
2015-02-23,176.91676330566406,10470.454539913042
2015-02-24,177.41932678222656,10500.197724993117
2015-02-25,177.26858520507812,10491.276394977145
2015-02-26,177.05914306640625,10478.880993033705
2015-02-27,176.45608520507812,10443.190254609648
2015-03-02,177.5701141357422,10509.121764189173
2015-03-03,176.8413848876953,10465.993423375041
2015-03-04,176.09584045410156,10421.869910410123
2015-03-05,176.2884979248047,10433.271946322835
2015-03-06,173.80909729003906,10286.533722383634
2015-03-09,174.529541015625,10329.171701602598
2015-03-10,171.69830322265625,10161.610719539267
2015-03-11,171.2962188720703,10137.814184743145
2015-03-12,173.47413635253906,10266.709748650399
2015-03-13,172.4102783203125,10203.747500442725
2015-03-16,174.71377563476562,10340.075248379888
2015-03-17,174.1944122314453,10309.337794209056
2015-03-18,176.2884979248047,10433.271946322835
2015-03-19,175.48439025878906,10385.682488970702
2015-03-20,177.0334014892578,10477.357530766578
2015-03-23,176.68838500976562,10456.938440474934
2015-03-24,175.69561767578125,10398.18354893741
2015-03-25,173.12106323242188,10245.813842664005
2015-03-26,172.70872497558594,10221.410451529111
2015-03-27,173.1041259765625,10244.811446032998
2015-03-30,175.21603393554688,10369.800372259406
